index,RespondentID,Political_Views,Trust_In_Press,Online_Paid_Access,Impression_With_Access_To_Data,Trump_As_President,Age,Gender,Income,US_Region,StartDate,EndDate
335,6172926949,Moderate,Fair Amount,Yes,Increase Trust,Somewhat Disapprove,18-29,Female,"$25,000-$49,999",East North Central,4/28/2017 4:55,4/28/2017 4:57
336,6172925985,Moderate,None At All,Yes,Increase Trust,Strongly Disapprove,18-29,Female,"$50,000-$74,999",East South Central,4/28/2017 4:55,4/28/2017 4:56
337,6172924865,Very Liberal,Fair Amount,Yes,Increase Trust,Strongly Disapprove,18-29,Female,"$50,000-$74,999",West South Central,4/28/2017 4:53,4/28/2017 4:54
338,6172924701,Liberal,Fair Amount,Yes,Increase Trust,Strongly Disapprove,60+,Male,Prefer Not To Answer,Mountain,4/28/2017 4:53,4/28/2017 4:53
339,6172923763,Moderate,Not Very Much,No,No Change,Strongly Approve,30-44,Female,"$25,000-$49,999",West North Central,4/28/2017 4:48,4/28/2017 4:52
340,6172923527,Conservative,Fair Amount,No,Increase Trust,Somewhat Approve,18-29,Female,"$10,000-$24,999",East North Central,4/28/2017 4:50,4/28/2017 4:51
341,6172920236,Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,18-29,Female,"$50,000-$74,999",Pacific,4/28/2017 4:44,4/28/2017 4:46
342,6172920196,Very Liberal,Great Deal,Yes,Increase Trust,Strongly Disapprove,30-44,Female,"$200,000 & up",Pacific,4/28/2017 4:45,4/28/2017 4:45
343,6172917831,Very Conservative,None At All,No,No Change,Strongly Approve,45-59,Male,"$25,000-$49,999",South Atlantic,4/28/2017 4:40,4/28/2017 4:41
344,6172916297,Conservative,Not Very Much,No,Increase Trust,Somewhat Approve,30-44,Female,"$75,000-$99,999",West North Central,4/28/2017 4:38,4/28/2017 4:39
345,6172914351,Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,18-29,Female,"$50,000-$74,999",Pacific,4/28/2017 4:34,4/28/2017 4:35
346,6172913977,Liberal,Not Very Much,Yes,Increase Trust,Strongly Approve,60+,Male,"$100,000-$124,999",Pacific,4/28/2017 4:34,4/28/2017 4:35
347,6172913791,Moderate,None At All,No,Increase Trust,Strongly Disapprove,45-59,Male,"$200,000 & up",South Atlantic,4/28/2017 4:33,4/28/2017 4:34
348,6172913030,Moderate,Not Very Much,No,Increase Trust,Strongly Disapprove,30-44,Female,"$0-$9,999",Mountain,4/28/2017 4:32,4/28/2017 4:33
349,6172912679,Very Liberal,Fair Amount,Yes,Decrease Trust,Somewhat Approve,45-59,Male,"$25,000-$49,999",0,4/28/2017 4:32,4/28/2017 4:32
350,6172912325,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,60+,Male,"$150,000-$174,999",Mountain,4/28/2017 4:30,4/28/2017 4:32
351,6172911780,Very Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Male,"$75,000-$99,999",Pacific,4/28/2017 4:29,4/28/2017 4:31
352,6172910190,Moderate,None At All,Yes,Increase Trust,Somewhat Disapprove,45-59,Male,"$200,000 & up",South Atlantic,4/28/2017 4:27,4/28/2017 4:28
353,6172909326,Very Liberal,Fair Amount,Yes,No Change,Strongly Disapprove,60+,Female,"$75,000-$99,999",New England,4/28/2017 3:00,4/28/2017 4:27
354,6172908202,Moderate,Not Very Much,No,Increase Trust,Strongly Disapprove,30-44,Female,"$10,000-$24,999",West South Central,4/28/2017 4:23,4/28/2017 4:24
355,6172907626,Moderate,Fair Amount,No,No Change,Strongly Disapprove,18-29,Female,"$0-$9,999",East South Central,4/28/2017 4:21,4/28/2017 4:23
356,6172905573,Conservative,Not Very Much,No,No Change,Strongly Approve,45-59,Male,"$100,000-$124,999",0,4/28/2017 4:18,4/28/2017 4:20
357,6172904736,Liberal,Fair Amount,Yes,Increase Trust,Strongly Disapprove,60+,Male,"$50,000-$74,999",Pacific,4/28/2017 4:18,4/28/2017 4:18
358,6172902601,Very Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,30-44,Female,"$50,000-$74,999",West South Central,4/28/2017 4:10,4/28/2017 4:15
359,6172902422,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Female,"$25,000-$49,999",West North Central,4/28/2017 4:14,4/28/2017 4:15
360,6172901980,Moderate,Not Very Much,No,No Change,Strongly Disapprove,18-29,Female,"$10,000-$24,999",New England,4/28/2017 4:09,4/28/2017 4:14
361,6172901060,Conservative,Fair Amount,No,Decrease Trust,Somewhat Disapprove,18-29,Female,"$0-$9,999",West North Central,4/28/2017 4:11,4/28/2017 4:12
362,6172899675,Conservative,Fair Amount,No,Increase Trust,Strongly Approve,60+,Male,"$50,000-$74,999",West North Central,4/28/2017 4:09,4/28/2017 4:10
363,6172897611,Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,60+,Male,"$100,000-$124,999",Pacific,4/28/2017 4:05,4/28/2017 4:06
364,6172896765,Liberal,Not Very Much,Yes,Increase Trust,Strongly Disapprove,30-44,Female,"$50,000-$74,999",Pacific,4/28/2017 4:04,4/28/2017 4:05
365,6172896137,Very Conservative,Not Very Much,No,Increase Trust,Strongly Approve,18-29,Male,"$75,000-$99,999",South Atlantic,4/28/2017 4:03,4/28/2017 4:04
366,6172895869,Conservative,Fair Amount,No,Increase Trust,Somewhat Approve,18-29,Female,"$25,000-$49,999",East North Central,4/28/2017 4:02,4/28/2017 4:03
367,6172894510,Moderate,Not Very Much,No,Increase Trust,Strongly Approve,45-59,Male,"$50,000-$74,999",East North Central,4/28/2017 4:00,4/28/2017 4:01
368,6172894291,Moderate,Not Very Much,Yes,Increase Trust,Strongly Disapprove,45-59,Male,"$75,000-$99,999",Pacific,4/28/2017 3:59,4/28/2017 4:00
369,6172893863,Conservative,Not Very Much,No,Increase Trust,Somewhat Disapprove,30-44,Female,"$25,000-$49,999",East North Central,4/28/2017 3:59,4/28/2017 4:00
370,6172893730,Liberal,Fair Amount,Yes,No Change,Strongly Disapprove,18-29,Female,"$0-$9,999",West North Central,4/28/2017 3:56,4/28/2017 3:59
371,6172893318,Moderate,Fair Amount,Yes,Increase Trust,Strongly Approve,45-59,Male,Prefer Not To Answer,Mountain,4/28/2017 3:57,4/28/2017 3:59
372,6172892835,Liberal,Fair Amount,No,No Change,Strongly Disapprove,45-59,Male,"$200,000 & up",Pacific,4/28/2017 3:57,4/28/2017 3:58
373,6172891673,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,45-59,Male,"$25,000-$49,999",South Atlantic,4/28/2017 3:54,4/28/2017 3:56
374,6172886338,Moderate,Not Very Much,No,Increase Trust,Strongly Approve,30-44,Female,"$25,000-$49,999",East North Central,4/28/2017 3:46,4/28/2017 3:47
375,6172886255,Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,45-59,Male,"$125,000-$149,999",East North Central,4/28/2017 3:46,4/28/2017 3:47
376,6172886238,Moderate,Fair Amount,No,Increase Trust,Somewhat Approve,18-29,Female,"$25,000-$49,999",Middle Atlantic,4/28/2017 3:46,4/28/2017 3:47
377,6172883475,Conservative,Not Very Much,No,Increase Trust,Strongly Disapprove,18-29,Female,"$0-$9,999",Pacific,4/28/2017 3:42,4/28/2017 3:43
378,6172882844,Liberal,Not Very Much,Yes,Increase Trust,Somewhat Disapprove,45-59,Male,"$200,000 & up",Middle Atlantic,4/28/2017 3:41,4/28/2017 3:42
379,6172882808,Liberal,Fair Amount,Yes,Increase Trust,Strongly Disapprove,30-44,Female,"$150,000-$174,999",Mountain,4/28/2017 3:41,4/28/2017 3:42
380,6172882442,Moderate,None At All,No,No Change,Somewhat Disapprove,30-44,Female,"$25,000-$49,999",Pacific,4/28/2017 3:40,4/28/2017 3:41
381,6172882043,Very Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Female,"$0-$9,999",Middle Atlantic,4/28/2017 3:40,4/28/2017 3:40
382,6172881998,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Female,"$25,000-$49,999",Pacific,4/28/2017 3:38,4/28/2017 3:40
383,6172880901,Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,60+,Male,Prefer Not To Answer,Pacific,4/28/2017 3:37,4/28/2017 3:39
384,6172880126,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,60+,Male,"$100,000-$124,999",West North Central,4/28/2017 3:36,4/28/2017 3:38
385,6172879966,Moderate,Great Deal,Yes,No Change,Strongly Disapprove,60+,Male,"$100,000-$124,999",Pacific,4/28/2017 3:36,4/28/2017 3:37
386,6172879680,Moderate,Fair Amount,Yes,Increase Trust,Strongly Disapprove,45-59,Male,"$200,000 & up",New England,4/28/2017 3:36,4/28/2017 3:37
387,6172877903,Conservative,Not Very Much,No,Increase Trust,Somewhat Disapprove,30-44,Female,Prefer Not To Answer,Mountain,4/28/2017 3:33,4/28/2017 3:34
388,6172877713,Moderate,None At All,No,Increase Trust,Strongly Approve,18-29,Male,"$0-$9,999",Pacific,4/28/2017 3:32,4/28/2017 3:34
389,6172877129,Conservative,None At All,No,Increase Trust,Somewhat Approve,45-59,Male,"$125,000-$149,999",Middle Atlantic,4/28/2017 3:32,4/28/2017 3:33
390,6172876885,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,18-29,Female,"$10,000-$24,999",Pacific,4/28/2017 3:31,4/28/2017 3:32
391,6172876486,Moderate,Not Very Much,No,Increase Trust,Somewhat Approve,18-29,Male,"$25,000-$49,999",East North Central,4/28/2017 3:30,4/28/2017 3:32
392,6172876172,Moderate,None At All,No,Increase Trust,Somewhat Disapprove,45-59,Male,"$50,000-$74,999",East North Central,4/28/2017 3:28,4/28/2017 3:31
393,6172875917,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Female,"$75,000-$99,999",South Atlantic,4/28/2017 3:30,4/28/2017 3:31
394,6172873901,Liberal,Not Very Much,No,No Change,Strongly Disapprove,30-44,Female,"$50,000-$74,999",Pacific,4/28/2017 3:27,4/28/2017 3:28
395,6172873801,Very Liberal,Fair Amount,Yes,Increase Trust,Strongly Disapprove,18-29,Female,"$50,000-$74,999",Pacific,4/28/2017 3:24,4/28/2017 3:27
396,6172873772,Conservative,Not Very Much,No,Increase Trust,Strongly Approve,60+,Male,"$100,000-$124,999",West North Central,4/28/2017 3:23,4/28/2017 3:27
397,6172873596,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Female,"$50,000-$74,999",West North Central,4/28/2017 3:27,4/28/2017 3:27
398,6172872876,Conservative,Not Very Much,Yes,Increase Trust,Strongly Approve,45-59,Male,"$75,000-$99,999",Pacific,4/28/2017 3:25,4/28/2017 3:26
399,6172872362,Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,18-29,Female,"$10,000-$24,999",South Atlantic,4/28/2017 3:24,4/28/2017 3:25
400,6172872336,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Male,"$75,000-$99,999",Pacific,4/27/2017 23:15,4/28/2017 3:25
401,6172871515,Moderate,Not Very Much,No,Decrease Trust,Strongly Disapprove,30-44,Female,"$25,000-$49,999",West South Central,4/28/2017 3:23,4/28/2017 3:24
402,6172866946,Moderate,Not Very Much,No,Decrease Trust,Strongly Disapprove,30-44,Female,"$0-$9,999",0,4/28/2017 3:15,4/28/2017 3:17
403,6172866364,Liberal,Fair Amount,Yes,Increase Trust,Strongly Disapprove,45-59,Female,Prefer Not To Answer,Middle Atlantic,4/28/2017 3:14,4/28/2017 3:16
404,6172866130,Liberal,Fair Amount,Yes,Increase Trust,Strongly Disapprove,45-59,Female,"$75,000-$99,999",Mountain,4/28/2017 3:14,4/28/2017 3:15
405,6172865846,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,45-59,Male,"$175,000-$199,999",South Atlantic,4/28/2017 3:10,4/28/2017 3:15
406,6172865781,Very Liberal,Great Deal,No,Increase Trust,Strongly Disapprove,60+,Female,Prefer Not To Answer,East North Central,4/28/2017 3:14,4/28/2017 3:15
407,6172865516,Moderate,Fair Amount,Yes,Increase Trust,Somewhat Disapprove,45-59,Female,Prefer Not To Answer,East South Central,4/28/2017 3:13,4/28/2017 3:14
408,6172865509,Moderate,Fair Amount,No,No Change,Somewhat Approve,30-44,Female,"$25,000-$49,999",Mountain,4/28/2017 3:13,4/28/2017 3:14
409,6172865502,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,45-59,Female,"$75,000-$99,999",South Atlantic,4/28/2017 3:13,4/28/2017 3:14
410,6172865396,Very Conservative,None At All,No,No Change,Strongly Approve,60+,Female,"$25,000-$49,999",Pacific,4/28/2017 3:11,4/28/2017 3:14
411,6172864462,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,45-59,Female,"$25,000-$49,999",0,4/28/2017 3:11,4/28/2017 3:13
412,6172863717,Conservative,None At All,Yes,No Change,Strongly Approve,60+,Male,"$100,000-$124,999",South Atlantic,4/28/2017 3:10,4/28/2017 3:12
413,6172863470,Very Liberal,Great Deal,Yes,Increase Trust,Strongly Disapprove,60+,Female,"$25,000-$49,999",West South Central,4/28/2017 3:10,4/28/2017 3:11
414,6172863434,Conservative,Not Very Much,No,Increase Trust,Strongly Approve,45-59,Female,"$50,000-$74,999",Middle Atlantic,4/28/2017 3:10,4/28/2017 3:11
415,6172861724,Liberal,Fair Amount,No,Increase Trust,Somewhat Approve,45-59,Female,"$100,000-$124,999",West North Central,4/28/2017 3:07,4/28/2017 3:09
416,6172860933,Very Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,18-29,Female,"$25,000-$49,999",Middle Atlantic,4/28/2017 3:06,4/28/2017 3:07
417,6172860450,Liberal,Great Deal,Yes,Increase Trust,Strongly Disapprove,18-29,Female,Prefer Not To Answer,West South Central,4/28/2017 3:05,4/28/2017 3:07
418,6172859986,Moderate,Not Very Much,No,Increase Trust,Strongly Disapprove,18-29,Female,"$25,000-$49,999",Middle Atlantic,4/28/2017 3:04,4/28/2017 3:06
419,6172859925,Moderate,Not Very Much,No,Increase Trust,Strongly Approve,60+,Female,"$50,000-$74,999",South Atlantic,4/28/2017 3:04,4/28/2017 3:06
420,6172859525,Liberal,Not Very Much,No,No Change,Strongly Disapprove,18-29,Female,Prefer Not To Answer,East South Central,4/28/2017 3:04,4/28/2017 3:05
421,6172859474,Conservative,Not Very Much,No,Increase Trust,Somewhat Disapprove,30-44,Female,"$100,000-$124,999",East North Central,4/28/2017 3:04,4/28/2017 3:05
422,6172859465,Conservative,None At All,Yes,Increase Trust,Strongly Approve,60+,Male,"$50,000-$74,999",Middle Atlantic,4/28/2017 3:04,4/28/2017 3:05
423,6172858790,Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,45-59,Female,"$50,000-$74,999",Middle Atlantic,4/28/2017 3:02,4/28/2017 3:04
424,6172858787,Moderate,Fair Amount,No,No Change,Strongly Disapprove,60+,Female,Prefer Not To Answer,South Atlantic,4/28/2017 2:56,4/28/2017 3:04
425,6172858484,Very Conservative,Not Very Much,No,No Change,Strongly Approve,30-44,Female,"$75,000-$99,999",South Atlantic,4/28/2017 3:02,4/28/2017 3:04
426,6172858154,Conservative,Not Very Much,Yes,Increase Trust,Somewhat Approve,60+,Female,"$75,000-$99,999",Pacific,4/28/2017 3:02,4/28/2017 3:03
427,6172857667,Conservative,Fair Amount,No,Increase Trust,Somewhat Approve,45-59,Male,"$150,000-$174,999",East North Central,4/28/2017 3:02,4/28/2017 3:02
428,6172857429,Conservative,None At All,No,Increase Trust,Strongly Approve,60+,Male,"$150,000-$174,999",Middle Atlantic,4/28/2017 3:01,4/28/2017 3:02
429,6172857380,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,18-29,Female,"$25,000-$49,999",Pacific,4/28/2017 3:01,4/28/2017 3:02
430,6172855918,Moderate,Not Very Much,No,Increase Trust,Strongly Approve,30-44,Female,"$10,000-$24,999",East North Central,4/28/2017 2:59,4/28/2017 3:00
431,6172855699,Conservative,Not Very Much,No,Increase Trust,Strongly Approve,60+,Male,Prefer Not To Answer,East North Central,4/28/2017 0:58,4/28/2017 2:59
432,6172855088,Very Liberal,None At All,Yes,Increase Trust,Strongly Disapprove,45-59,Female,"$150,000-$174,999",South Atlantic,4/28/2017 2:58,4/28/2017 2:59
433,6172855017,Moderate,Fair Amount,No,No Change,Strongly Disapprove,60+,Female,"$50,000-$74,999",West South Central,4/28/2017 2:57,4/28/2017 2:59
434,6172853747,Moderate,Not Very Much,No,Increase Trust,Somewhat Disapprove,18-29,Female,"$100,000-$124,999",South Atlantic,4/28/2017 2:56,4/28/2017 2:57
435,6172853681,Conservative,Not Very Much,No,Increase Trust,Strongly Approve,45-59,Female,"$175,000-$199,999",East North Central,4/28/2017 2:55,4/28/2017 2:57
436,6172853575,Moderate,Not Very Much,No,Increase Trust,Strongly Approve,45-59,Female,"$25,000-$49,999",Middle Atlantic,4/28/2017 2:54,4/28/2017 2:56
437,6172852046,Moderate,Fair Amount,No,Increase Trust,Somewhat Approve,60+,Female,Prefer Not To Answer,West North Central,4/28/2017 2:53,4/28/2017 2:54
438,6172851124,Moderate,Great Deal,No,No Change,Strongly Disapprove,45-59,Female,"$25,000-$49,999",South Atlantic,4/28/2017 2:51,4/28/2017 2:53
439,6172851073,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Female,"$75,000-$99,999",Middle Atlantic,4/28/2017 2:51,4/28/2017 2:53
440,6172851051,Conservative,Not Very Much,No,Increase Trust,Somewhat Disapprove,60+,Female,"$175,000-$199,999",South Atlantic,4/28/2017 2:51,4/28/2017 2:53
441,6172850835,Conservative,Not Very Much,No,Increase Trust,Strongly Approve,45-59,Male,"$75,000-$99,999",West South Central,4/28/2017 2:51,4/28/2017 2:53
442,6172850766,Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,60+,Female,"$25,000-$49,999",West North Central,4/28/2017 2:51,4/28/2017 2:52
443,6172850475,Conservative,Not Very Much,No,No Change,Somewhat Approve,60+,Female,Prefer Not To Answer,Pacific,4/28/2017 2:45,4/28/2017 2:52
444,6172850247,Moderate,Fair Amount,No,Increase Trust,Somewhat Disapprove,60+,Female,"$175,000-$199,999",East North Central,4/28/2017 2:48,4/28/2017 2:52
445,6172848945,Moderate,Not Very Much,No,Increase Trust,Strongly Disapprove,30-44,Female,Prefer Not To Answer,Pacific,4/28/2017 2:49,4/28/2017 2:50
446,6172848937,Moderate,Not Very Much,No,Decrease Trust,Strongly Disapprove,60+,Female,"$100,000-$124,999",West South Central,4/28/2017 2:41,4/28/2017 2:50
447,6172848818,Liberal,Fair Amount,Yes,Increase Trust,Strongly Disapprove,60+,Male,"$100,000-$124,999",Pacific,4/28/2017 2:48,4/28/2017 2:50
448,6172848601,Very Conservative,Not Very Much,No,Decrease Trust,Strongly Approve,45-59,Female,"$10,000-$24,999",Pacific,4/28/2017 2:48,4/28/2017 2:50
449,6172848147,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,60+,Female,Prefer Not To Answer,Pacific,4/28/2017 2:48,4/28/2017 2:49
450,6172847980,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,60+,Female,"$10,000-$24,999",Pacific,4/28/2017 2:48,4/28/2017 2:49
451,6172847967,Conservative,Fair Amount,No,Increase Trust,Somewhat Disapprove,45-59,Female,Prefer Not To Answer,East North Central,4/28/2017 2:47,4/28/2017 2:49
452,6172847596,Conservative,Not Very Much,Yes,Decrease Trust,Strongly Approve,45-59,Female,"$125,000-$149,999",West North Central,4/28/2017 2:47,4/28/2017 2:48
453,6172847373,Liberal,Great Deal,No,Increase Trust,Strongly Disapprove,60+,Female,"$75,000-$99,999",Pacific,4/28/2017 2:47,4/28/2017 2:48
454,6172847143,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,45-59,Female,"$100,000-$124,999",East North Central,4/28/2017 2:46,4/28/2017 2:47
455,6172846725,Conservative,Not Very Much,No,No Change,Somewhat Approve,60+,Female,"$100,000-$124,999",South Atlantic,4/28/2017 2:46,4/28/2017 2:47
456,6172845033,Very Conservative,Not Very Much,No,Increase Trust,Strongly Approve,45-59,Male,"$50,000-$74,999",West North Central,4/28/2017 2:44,4/28/2017 2:45
457,6172844922,Very Liberal,Fair Amount,No,No Change,Strongly Disapprove,60+,Female,"$25,000-$49,999",South Atlantic,4/28/2017 2:43,4/28/2017 2:44
458,6172844916,Very Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,60+,Male,"$50,000-$74,999",Pacific,4/28/2017 2:43,4/28/2017 2:44
459,6172844767,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,45-59,Female,"$10,000-$24,999",Middle Atlantic,4/28/2017 2:43,4/28/2017 2:44
460,6172844724,Conservative,Fair Amount,No,Increase Trust,Somewhat Approve,45-59,Female,"$50,000-$74,999",East North Central,4/28/2017 2:43,4/28/2017 2:44
461,6172843899,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,60+,Female,"$125,000-$149,999",New England,4/28/2017 2:41,4/28/2017 2:43
462,6172843839,Conservative,Not Very Much,No,Increase Trust,Somewhat Disapprove,30-44,Female,Prefer Not To Answer,West South Central,4/28/2017 2:41,4/28/2017 2:43
463,6172843597,Liberal,Not Very Much,No,Increase Trust,Somewhat Disapprove,60+,Female,"$25,000-$49,999",East North Central,4/28/2017 2:41,4/28/2017 2:43
464,6172841628,Conservative,None At All,No,Increase Trust,Strongly Approve,45-59,Male,"$75,000-$99,999",West North Central,4/28/2017 2:39,4/28/2017 2:40
465,6172840886,Conservative,Not Very Much,Yes,Increase Trust,Somewhat Disapprove,60+,Female,"$100,000-$124,999",Pacific,4/28/2017 2:38,4/28/2017 2:39
466,6172839268,Conservative,None At All,Yes,Increase Trust,Somewhat Approve,18-29,Female,"$75,000-$99,999",West North Central,4/28/2017 2:35,4/28/2017 2:37
467,6172838988,Moderate,Fair Amount,No,Increase Trust,Strongly Approve,45-59,Male,"$75,000-$99,999",Middle Atlantic,4/28/2017 2:35,4/28/2017 2:37
468,6172838368,Conservative,Fair Amount,No,Increase Trust,Strongly Disapprove,60+,Female,Prefer Not To Answer,New England,4/28/2017 2:31,4/28/2017 2:36
469,6172838306,Conservative,Fair Amount,No,Increase Trust,Somewhat Approve,45-59,Male,"$50,000-$74,999",Middle Atlantic,4/28/2017 2:35,4/28/2017 2:36
470,6172837331,Liberal,Not Very Much,No,No Change,Strongly Disapprove,45-59,Male,"$10,000-$24,999",Mountain,4/28/2017 2:33,4/28/2017 2:34
471,6172836252,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,60+,Female,"$75,000-$99,999",East North Central,4/28/2017 2:24,4/28/2017 2:33
472,6172835898,Very Conservative,Not Very Much,No,No Change,Somewhat Approve,60+,Male,"$200,000 & up",Pacific,4/28/2017 2:31,4/28/2017 2:33
473,6172835757,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,45-59,Female,"$50,000-$74,999",Pacific,4/28/2017 2:32,4/28/2017 2:32
474,6172833324,Conservative,Not Very Much,No,No Change,Strongly Approve,45-59,Male,"$150,000-$174,999",Middle Atlantic,4/28/2017 2:29,4/28/2017 2:29
475,6172832832,Conservative,Not Very Much,No,No Change,Somewhat Approve,45-59,Female,"$75,000-$99,999",South Atlantic,4/28/2017 2:27,4/28/2017 2:29
476,6172832802,Conservative,Not Very Much,No,Increase Trust,Somewhat Approve,60+,Female,Prefer Not To Answer,New England,4/28/2017 2:27,4/28/2017 2:28
477,6172831917,Conservative,Fair Amount,Yes,Increase Trust,Strongly Approve,60+,Male,"$200,000 & up",East North Central,4/28/2017 2:27,4/28/2017 2:27
478,6172831731,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,60+,Female,Prefer Not To Answer,East North Central,4/28/2017 2:26,4/28/2017 2:27
479,6172830593,Conservative,None At All,No,Increase Trust,Strongly Approve,30-44,Male,"$100,000-$124,999",Pacific,4/28/2017 2:24,4/28/2017 2:26
480,6172830146,Conservative,None At All,No,Increase Trust,Strongly Approve,60+,Female,"$10,000-$24,999",South Atlantic,4/28/2017 2:23,4/28/2017 2:25
481,6172829668,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,60+,Female,"$75,000-$99,999",South Atlantic,4/28/2017 2:23,4/28/2017 2:24
482,6172828397,Conservative,Not Very Much,No,Increase Trust,Somewhat Approve,45-59,Female,"$150,000-$174,999",West North Central,4/28/2017 2:21,4/28/2017 2:23
483,6172828346,Conservative,Fair Amount,Yes,Increase Trust,Somewhat Approve,60+,Female,"$10,000-$24,999",Pacific,4/28/2017 2:21,4/28/2017 2:23
484,6172828003,Very Liberal,Great Deal,No,Increase Trust,Strongly Disapprove,60+,Male,"$75,000-$99,999",Mountain,4/28/2017 2:21,4/28/2017 2:22
485,6172827857,Moderate,Not Very Much,No,No Change,Somewhat Disapprove,60+,Male,Prefer Not To Answer,West South Central,4/28/2017 2:21,4/28/2017 2:22
486,6172827786,Conservative,Not Very Much,No,Increase Trust,Strongly Approve,60+,Male,"$100,000-$124,999",Middle Atlantic,4/28/2017 2:20,4/28/2017 2:22
487,6172827672,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Female,"$25,000-$49,999",Pacific,4/28/2017 2:21,4/28/2017 2:22
488,6172827437,Very Liberal,Fair Amount,Yes,Increase Trust,Strongly Disapprove,60+,Female,"$75,000-$99,999",Middle Atlantic,4/28/2017 2:20,4/28/2017 2:21
489,6172827129,Conservative,Not Very Much,No,Increase Trust,Strongly Approve,30-44,Female,"$75,000-$99,999",East South Central,4/28/2017 2:20,4/28/2017 2:21
490,6172827063,Moderate,Fair Amount,No,No Change,Strongly Disapprove,45-59,Female,"$25,000-$49,999",Middle Atlantic,4/28/2017 2:20,4/28/2017 2:21
491,6172827027,Conservative,Not Very Much,Yes,Increase Trust,Somewhat Approve,60+,Male,"$50,000-$74,999",Pacific,4/28/2017 2:19,4/28/2017 2:21
492,6172826425,Moderate,Not Very Much,No,Decrease Trust,Strongly Approve,45-59,Female,"$25,000-$49,999",Pacific,4/28/2017 2:19,4/28/2017 2:20
493,6172825822,Very Conservative,Great Deal,Yes,No Change,Strongly Disapprove,45-59,Female,"$10,000-$24,999",West South Central,4/28/2017 2:18,4/28/2017 2:20
494,6172825601,Moderate,Not Very Much,No,Increase Trust,Strongly Disapprove,60+,Male,"$10,000-$24,999",New England,4/28/2017 2:15,4/28/2017 2:19
495,6172825145,Moderate,Fair Amount,No,Increase Trust,Somewhat Approve,18-29,Female,"$25,000-$49,999",East North Central,4/28/2017 2:18,4/28/2017 2:19
496,6172824813,Very Liberal,Not Very Much,No,No Change,Strongly Disapprove,30-44,Female,Prefer Not To Answer,East South Central,4/28/2017 2:16,4/28/2017 2:18
497,6172823962,Moderate,Not Very Much,No,Increase Trust,Somewhat Disapprove,18-29,Male,"$25,000-$49,999",South Atlantic,4/28/2017 2:16,4/28/2017 2:17
498,6172823770,Moderate,Fair Amount,No,Increase Trust,Somewhat Approve,45-59,Female,"$25,000-$49,999",East South Central,4/28/2017 2:16,4/28/2017 2:17
499,6172823643,Conservative,Not Very Much,No,Increase Trust,Strongly Approve,60+,Female,"$75,000-$99,999",West North Central,4/28/2017 2:16,4/28/2017 2:17
500,6172823470,Very Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,0,0,0,0,4/28/2017 2:14,4/28/2017 2:17
501,6172823382,Very Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,60+,Male,"$100,000-$124,999",South Atlantic,4/28/2017 2:15,4/28/2017 2:16
502,6172823375,Very Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,60+,Female,"$25,000-$49,999",Mountain,4/28/2017 2:15,4/28/2017 2:16
