respondentid,political_views,trust_in_press,online_paid_access,impression_with_access_to_data,trump_as_president,age,gender,income,us_region,startdate,enddate,new_york_times,wall_street_journal,usa_today,washington_post,fox_news,breitbart,cnn,buzzfeed,huffington_post,time,us_news_and_world_report,other
6173066575,Liberal,Not Very Much,No,Increase Trust,Somewhat Disapprove,30-44,Male,"$50,000-$74,999",West North Central,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,None
6173058005,Moderate,Not Very Much,No,No Change,Somewhat Approve,30-44,Female,Prefer Not To Answer,Middle Atlantic,2017-04-28,2017-04-28,0,0,0,0,0,0,1,0,0,0,0,0
6173056852,Very Conservative,None At All,No,Increase Trust,Strongly Approve,45-59,Male,"$125,000-$149,999",West South Central,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,google
6173055179,Moderate,Fair Amount,No,Decrease Trust,Somewhat Disapprove,30-44,Female,"$10,000-$24,999",West South Central,2017-04-28,2017-04-28,1,0,1,0,1,0,0,0,1,1,0,0
6173049872,Moderate,Fair Amount,No,Increase Trust,Somewhat Disapprove,45-59,Male,"$50,000-$74,999",West South Central,2017-04-28,2017-04-28,0,0,1,0,0,0,1,0,0,1,0,0
6173047611,Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,18-29,Female,"$25,000-$49,999",Pacific,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,NPR 
6173046032,Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,30-44,Female,"$75,000-$99,999",Mountain,2017-04-28,2017-04-28,1,0,1,0,0,0,0,0,0,1,0,0
6173044727,Moderate,Not Very Much,No,No Change,Strongly Disapprove,60+,Male,"$10,000-$24,999",Pacific,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,1,0,0
6173043014,Conservative,Not Very Much,No,Increase Trust,Strongly Approve,60+,Male,"$25,000-$49,999",Pacific,2017-04-28,2017-04-28,0,0,1,0,1,0,0,0,0,0,0,0
6173035898,Very Conservative,Not Very Much,No,Increase Trust,Strongly Disapprove,18-29,Female,"$25,000-$49,999",East South Central,2017-04-28,2017-04-28,0,0,1,0,0,0,0,0,0,0,0,0
6173035807,Very Liberal,Fair Amount,No,No Change,Strongly Disapprove,30-44,Male,"$75,000-$99,999",Pacific,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,None
6173029473,Moderate,Not Very Much,No,Increase Trust,Strongly Approve,60+,Male,"$25,000-$49,999",New England,2017-04-28,2017-04-28,0,1,0,0,0,0,0,0,0,0,0,0
6173022606,Moderate,Not Very Much,No,No Change,Somewhat Disapprove,60+,Male,Prefer Not To Answer,Pacific,2017-04-28,2017-04-28,1,0,0,0,0,0,1,0,0,1,0,0
6173020335,Moderate,Great Deal,No,Increase Trust,Strongly Disapprove,30-44,Female,"$25,000-$49,999",Pacific,2017-04-28,2017-04-28,1,1,0,1,0,0,0,0,0,0,1,NBC News
6173020112,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,18-29,Male,"$50,000-$74,999",Pacific,2017-04-28,2017-04-28,1,0,1,1,0,0,1,0,0,1,0,0
6173018025,Moderate,Not Very Much,No,Increase Trust,Somewhat Approve,45-59,Male,"$200,000 & up",Pacific,2017-04-28,2017-04-28,0,1,0,0,0,0,0,0,0,0,0,0
6173015762,Moderate,Not Very Much,No,No Change,Strongly Disapprove,30-44,Female,"$10,000-$24,999",Pacific,2017-04-28,2017-04-28,0,0,0,0,0,0,1,0,0,0,0,0
6173011533,Moderate,None At All,No,Increase Trust,Strongly Approve,30-44,Male,"$125,000-$149,999",West South Central,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,BBC
6173009344,Moderate,None At All,No,No Change,Somewhat Approve,18-29,Female,"$10,000-$24,999",South Atlantic,2017-04-28,2017-04-28,0,0,1,0,1,0,1,0,0,0,0,0
6173005642,Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,30-44,Female,"$25,000-$49,999",West North Central,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,1,0,0,Slate
6173005186,Conservative,None At All,No,Increase Trust,Strongly Approve,30-44,Male,"$125,000-$149,999",Pacific,2017-04-28,2017-04-28,0,0,0,0,1,1,0,0,0,0,0,0
6173002829,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,60+,Male,Prefer Not To Answer,Middle Atlantic,2017-04-28,2017-04-28,1,0,0,1,0,0,0,0,0,1,0,0
6172998389,Liberal,Fair Amount,No,Increase Trust,Somewhat Approve,45-59,Male,"$25,000-$49,999",South Atlantic,2017-04-28,2017-04-28,1,1,0,0,0,0,0,0,1,0,1,0
6172996316,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,45-59,Male,"$50,000-$74,999",Pacific,2017-04-28,2017-04-28,1,0,1,0,0,0,1,0,0,1,0,My local paper: The Statesman Journal
6172995149,Moderate,Fair Amount,No,No Change,Somewhat Approve,18-29,Female,"$25,000-$49,999",Pacific,2017-04-28,2017-04-28,1,0,0,0,0,0,0,0,0,0,0,0
6172994496,Liberal,Great Deal,No,Increase Trust,Strongly Disapprove,60+,Male,"$50,000-$74,999",East North Central,2017-04-28,2017-04-28,1,1,1,1,0,0,1,0,0,1,1,0
6172992620,Very Liberal,Not Very Much,No,Decrease Trust,Somewhat Disapprove,18-29,Female,Prefer Not To Answer,Mountain,2017-04-28,2017-04-28,0,0,0,1,0,0,0,0,0,0,1,0
6172985110,Moderate,Not Very Much,No,Increase Trust,Somewhat Approve,45-59,Male,"$75,000-$99,999",Pacific,2017-04-28,2017-04-28,0,1,0,0,1,0,0,0,0,0,0,0
6172982888,Moderate,Not Very Much,No,Increase Trust,Somewhat Disapprove,30-44,Male,"$25,000-$49,999",0,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,None
6172979676,Very Liberal,Fair Amount,Yes,Increase Trust,Strongly Disapprove,60+,Male,"$100,000-$124,999",Pacific,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,MSNBC
6172975930,Moderate,Fair Amount,No,Decrease Trust,Somewhat Approve,45-59,Male,"$75,000-$99,999",Pacific,2017-04-28,2017-04-28,1,1,1,0,1,0,1,0,0,0,1,0
6172975411,Moderate,Fair Amount,No,Increase Trust,Somewhat Disapprove,45-59,Male,"$0-$9,999",South Atlantic,2017-04-28,2017-04-28,0,0,0,0,1,0,1,0,0,0,0,0
6172974992,Liberal,Great Deal,Yes,Increase Trust,Strongly Disapprove,60+,Male,"$100,000-$124,999",Pacific,2017-04-28,2017-04-28,1,1,0,1,0,0,0,0,1,1,1,0
6172974212,Conservative,Not Very Much,No,Increase Trust,Somewhat Approve,18-29,Female,"$100,000-$124,999",West North Central,2017-04-28,2017-04-28,0,0,1,1,1,0,1,0,0,0,0,0
6172973518,Conservative,Fair Amount,No,Increase Trust,Somewhat Approve,60+,Male,"$10,000-$24,999",Middle Atlantic,2017-04-28,2017-04-28,0,0,0,0,1,0,1,0,0,0,0,0
6172968525,Moderate,Not Very Much,No,Increase Trust,Somewhat Approve,60+,Male,"$100,000-$124,999",Pacific,2017-04-28,2017-04-28,0,0,1,0,1,0,0,0,0,1,1,0
6172960441,Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,45-59,Male,"$200,000 & up",Pacific,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,NONE
6172959995,Conservative,Not Very Much,No,Increase Trust,Strongly Approve,30-44,Male,"$75,000-$99,999",West North Central,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,"NONE,  YOU ALL HAVE AN AGENDA YOU TRY TO PUSH."
6172959501,Very Conservative,Not Very Much,No,Increase Trust,Strongly Approve,60+,Male,"$100,000-$124,999",Pacific,2017-04-28,2017-04-28,0,0,0,0,1,1,0,0,0,0,0,0
6172959467,Conservative,Not Very Much,No,Increase Trust,Strongly Approve,45-59,Male,"$25,000-$49,999",West South Central,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,0,0
6172959087,Moderate,Fair Amount,No,No Change,Strongly Approve,45-59,Male,"$125,000-$149,999",West South Central,2017-04-28,2017-04-28,1,1,0,0,0,0,0,0,0,0,0,0
6172958402,Moderate,Not Very Much,No,Increase Trust,Somewhat Disapprove,30-44,Female,"$75,000-$99,999",South Atlantic,2017-04-28,2017-04-28,0,0,0,0,1,0,1,1,0,0,0,0
6172957256,Conservative,None At All,No,Increase Trust,Strongly Approve,60+,Male,"$10,000-$24,999",Pacific,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,0,One America News network
6172956371,Conservative,Fair Amount,No,Increase Trust,Somewhat Disapprove,18-29,Male,"$25,000-$49,999",West North Central,2017-04-28,2017-04-28,0,1,0,0,0,0,1,1,1,0,0,0
6172956262,Moderate,None At All,No,Increase Trust,Strongly Approve,30-44,Female,"$25,000-$49,999",Mountain,2017-04-28,2017-04-28,1,0,0,0,0,0,0,0,0,0,0,0
6172951874,Moderate,None At All,No,Increase Trust,Strongly Disapprove,30-44,Female,"$50,000-$74,999",East North Central,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,None
6172950705,Very Liberal,Great Deal,Yes,Increase Trust,Strongly Disapprove,18-29,Female,"$50,000-$74,999",Mountain,2017-04-28,2017-04-28,1,1,0,1,0,0,1,0,0,0,0,0
6172948597,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,45-59,Male,"$125,000-$149,999",Pacific,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,1,0
6172946555,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Female,Prefer Not To Answer,Pacific,2017-04-28,2017-04-28,1,1,0,1,0,0,0,0,0,0,1,0
6172946503,Conservative,None At All,No,No Change,Somewhat Disapprove,30-44,Female,"$125,000-$149,999",Pacific,2017-04-28,2017-04-28,1,1,0,0,0,0,0,0,0,0,1,0
6172945558,Very Liberal,Great Deal,Yes,Increase Trust,Strongly Disapprove,18-29,Female,"$50,000-$74,999",Pacific,2017-04-28,2017-04-28,1,1,0,1,0,0,1,1,0,0,1,0
6172937766,Moderate,Not Very Much,Yes,Increase Trust,Somewhat Approve,60+,Male,Prefer Not To Answer,Pacific,2017-04-28,2017-04-28,1,0,0,1,0,0,0,0,1,1,1,0
6172936793,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,18-29,Female,"$10,000-$24,999",East North Central,2017-04-28,2017-04-28,1,1,0,1,0,0,1,0,0,0,0,0
6172936399,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,45-59,Male,"$100,000-$124,999",New England,2017-04-28,2017-04-28,1,0,0,1,0,0,1,0,0,1,0,0
6172934191,Liberal,Not Very Much,No,Decrease Trust,Strongly Disapprove,18-29,Female,"$0-$9,999",Pacific,2017-04-28,2017-04-28,1,0,0,1,0,0,0,0,0,1,0,0
6172931199,Moderate,Great Deal,Yes,Increase Trust,Strongly Disapprove,60+,Male,"$200,000 & up",Mountain,2017-04-28,2017-04-28,1,1,1,1,0,0,1,0,1,1,1,0
6172929719,Very Liberal,Not Very Much,Yes,Increase Trust,Strongly Disapprove,30-44,Female,"$200,000 & up",Pacific,2017-04-28,2017-04-28,1,0,0,1,0,0,0,0,0,0,0,0
6172926949,Moderate,Fair Amount,Yes,Increase Trust,Somewhat Disapprove,18-29,Female,"$25,000-$49,999",East North Central,2017-04-28,2017-04-28,1,0,0,0,0,0,1,0,0,0,0,0
6172925985,Moderate,None At All,Yes,Increase Trust,Strongly Disapprove,18-29,Female,"$50,000-$74,999",East South Central,2017-04-28,2017-04-28,0,1,0,0,0,0,1,0,0,0,1,0
6172924865,Very Liberal,Fair Amount,Yes,Increase Trust,Strongly Disapprove,18-29,Female,"$50,000-$74,999",West South Central,2017-04-28,2017-04-28,0,0,0,1,0,0,1,1,1,0,0,0
6172924701,Liberal,Fair Amount,Yes,Increase Trust,Strongly Disapprove,60+,Male,Prefer Not To Answer,Mountain,2017-04-28,2017-04-28,1,0,1,1,0,0,1,0,0,1,0,0
6172923763,Moderate,Not Very Much,No,No Change,Strongly Approve,30-44,Female,"$25,000-$49,999",West North Central,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,0,0
6172923527,Conservative,Fair Amount,No,Increase Trust,Somewhat Approve,18-29,Female,"$10,000-$24,999",East North Central,2017-04-28,2017-04-28,1,0,0,1,0,0,0,0,0,1,1,NPR radio
6172920236,Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,18-29,Female,"$50,000-$74,999",Pacific,2017-04-28,2017-04-28,1,0,0,0,0,0,0,0,1,0,0,"NPR, PBS, Democracy Now"
6172920196,Very Liberal,Great Deal,Yes,Increase Trust,Strongly Disapprove,30-44,Female,"$200,000 & up",Pacific,2017-04-28,2017-04-28,1,1,1,1,0,0,1,0,0,1,1,0
6172917831,Very Conservative,None At All,No,No Change,Strongly Approve,45-59,Male,"$25,000-$49,999",South Atlantic,2017-04-28,2017-04-28,0,0,0,0,1,1,0,0,0,0,0,0
6172916297,Conservative,Not Very Much,No,Increase Trust,Somewhat Approve,30-44,Female,"$75,000-$99,999",West North Central,2017-04-28,2017-04-28,0,0,0,0,0,0,1,0,0,0,0,0
6172914351,Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,18-29,Female,"$50,000-$74,999",Pacific,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,Npr
6172913977,Liberal,Not Very Much,Yes,Increase Trust,Strongly Approve,60+,Male,"$100,000-$124,999",Pacific,2017-04-28,2017-04-28,0,0,0,0,1,0,1,0,0,0,0,0
6172913791,Moderate,None At All,No,Increase Trust,Strongly Disapprove,45-59,Male,"$200,000 & up",South Atlantic,2017-04-28,2017-04-28,1,1,0,0,0,0,0,0,0,0,0,0
6172913030,Moderate,Not Very Much,No,Increase Trust,Strongly Disapprove,30-44,Female,"$0-$9,999",Mountain,2017-04-28,2017-04-28,1,0,0,0,0,0,0,0,0,0,0,0
6172912679,Very Liberal,Fair Amount,Yes,Decrease Trust,Somewhat Approve,45-59,Male,"$25,000-$49,999",0,2017-04-28,2017-04-28,1,0,0,0,0,0,0,0,0,0,0,0
6172912325,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,60+,Male,"$150,000-$174,999",Mountain,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,1,1,0
6172911780,Very Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Male,"$75,000-$99,999",Pacific,2017-04-28,2017-04-28,1,1,0,1,0,0,0,1,0,0,0,0
6172910190,Moderate,None At All,Yes,Increase Trust,Somewhat Disapprove,45-59,Male,"$200,000 & up",South Atlantic,2017-04-28,2017-04-28,1,1,0,1,0,0,1,0,0,1,1,the economist
6172909326,Very Liberal,Fair Amount,Yes,No Change,Strongly Disapprove,60+,Female,"$75,000-$99,999",New England,2017-04-28,2017-04-28,1,1,0,1,0,0,0,0,0,0,0,0
6172908202,Moderate,Not Very Much,No,Increase Trust,Strongly Disapprove,30-44,Female,"$10,000-$24,999",West South Central,2017-04-28,2017-04-28,0,0,0,0,0,0,1,0,1,1,0,0
6172907626,Moderate,Fair Amount,No,No Change,Strongly Disapprove,18-29,Female,"$0-$9,999",East South Central,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,don't keep up with news
6172905573,Conservative,Not Very Much,No,No Change,Strongly Approve,45-59,Male,"$100,000-$124,999",0,2017-04-28,2017-04-28,0,0,0,1,1,0,0,0,0,1,0,0
6172904736,Liberal,Fair Amount,Yes,Increase Trust,Strongly Disapprove,60+,Male,"$50,000-$74,999",Pacific,2017-04-28,2017-04-28,1,1,0,1,0,0,0,0,0,0,0,0
6172902601,Very Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,30-44,Female,"$50,000-$74,999",West South Central,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,"Democracy Now, The Young Turks, Al Jazeera, BBC, CBC, Reuters. I trust several of the options listed on most matters, however, many are quick to beat the war drum without enacting the same level of scrutiny they devote to other issues. This makes me question their agenda."
6172902422,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Female,"$25,000-$49,999",West North Central,2017-04-28,2017-04-28,1,1,1,1,0,0,1,0,1,1,0,0
6172901980,Moderate,Not Very Much,No,No Change,Strongly Disapprove,18-29,Female,"$10,000-$24,999",New England,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,1,0,0
6172901060,Conservative,Fair Amount,No,Decrease Trust,Somewhat Disapprove,18-29,Female,"$0-$9,999",West North Central,2017-04-28,2017-04-28,0,1,0,0,0,0,0,0,1,0,0,0
6172899675,Conservative,Fair Amount,No,Increase Trust,Strongly Approve,60+,Male,"$50,000-$74,999",West North Central,2017-04-28,2017-04-28,0,0,0,0,0,1,0,0,0,0,0,0
6172897611,Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,60+,Male,"$100,000-$124,999",Pacific,2017-04-28,2017-04-28,1,0,0,1,0,0,0,0,0,1,0,0
6172896765,Liberal,Not Very Much,Yes,Increase Trust,Strongly Disapprove,30-44,Female,"$50,000-$74,999",Pacific,2017-04-28,2017-04-28,1,1,0,1,0,0,0,0,0,1,1,0
6172896137,Very Conservative,Not Very Much,No,Increase Trust,Strongly Approve,18-29,Male,"$75,000-$99,999",South Atlantic,2017-04-28,2017-04-28,0,1,0,0,1,1,0,0,0,0,0,0
6172895869,Conservative,Fair Amount,No,Increase Trust,Somewhat Approve,18-29,Female,"$25,000-$49,999",East North Central,2017-04-28,2017-04-28,1,1,0,0,1,0,1,0,0,1,0,0
6172894510,Moderate,Not Very Much,No,Increase Trust,Strongly Approve,45-59,Male,"$50,000-$74,999",East North Central,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,One America News Network OANN.com
6172894291,Moderate,Not Very Much,Yes,Increase Trust,Strongly Disapprove,45-59,Male,"$75,000-$99,999",Pacific,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,NPR
6172893863,Conservative,Not Very Much,No,Increase Trust,Somewhat Disapprove,30-44,Female,"$25,000-$49,999",East North Central,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,none
6172893730,Liberal,Fair Amount,Yes,No Change,Strongly Disapprove,18-29,Female,"$0-$9,999",West North Central,2017-04-28,2017-04-28,1,1,0,1,0,0,1,0,1,0,0,0
6172893318,Moderate,Fair Amount,Yes,Increase Trust,Strongly Approve,45-59,Male,Prefer Not To Answer,Mountain,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,0,0
6172892835,Liberal,Fair Amount,No,No Change,Strongly Disapprove,45-59,Male,"$200,000 & up",Pacific,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,BBC
6172891673,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,45-59,Male,"$25,000-$49,999",South Atlantic,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,MSNBC
6172886338,Moderate,Not Very Much,No,Increase Trust,Strongly Approve,30-44,Female,"$25,000-$49,999",East North Central,2017-04-28,2017-04-28,0,0,1,0,0,0,1,0,0,0,0,0
6172886255,Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,45-59,Male,"$125,000-$149,999",East North Central,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,1,0,0
6172886238,Moderate,Fair Amount,No,Increase Trust,Somewhat Approve,18-29,Female,"$25,000-$49,999",Middle Atlantic,2017-04-28,2017-04-28,0,0,1,0,1,0,1,0,0,0,0,0
6172883475,Conservative,Not Very Much,No,Increase Trust,Strongly Disapprove,18-29,Female,"$0-$9,999",Pacific,2017-04-28,2017-04-28,1,0,1,0,0,0,0,0,0,1,1,0
6172882844,Liberal,Not Very Much,Yes,Increase Trust,Somewhat Disapprove,45-59,Male,"$200,000 & up",Middle Atlantic,2017-04-28,2017-04-28,1,1,1,1,0,0,1,0,0,0,0,0
6172882808,Liberal,Fair Amount,Yes,Increase Trust,Strongly Disapprove,30-44,Female,"$150,000-$174,999",Mountain,2017-04-28,2017-04-28,1,1,0,1,0,0,1,0,0,1,1,Slate
6172882442,Moderate,None At All,No,No Change,Somewhat Disapprove,30-44,Female,"$25,000-$49,999",Pacific,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,1,0,0
6172882043,Very Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Female,"$0-$9,999",Middle Atlantic,2017-04-28,2017-04-28,1,1,1,1,0,0,1,0,1,1,1,0
6172881998,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Female,"$25,000-$49,999",Pacific,2017-04-28,2017-04-28,1,1,0,1,0,0,0,0,0,1,0,"NPR, Al-jazeera, vice"
6172880901,Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,60+,Male,Prefer Not To Answer,Pacific,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,"NPR, PBS, "
6172880126,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,60+,Male,"$100,000-$124,999",West North Central,2017-04-28,2017-04-28,0,0,1,0,0,0,1,0,1,0,0,"NPR, BBC"
6172879966,Moderate,Great Deal,Yes,No Change,Strongly Disapprove,60+,Male,"$100,000-$124,999",Pacific,2017-04-28,2017-04-28,1,0,0,0,0,0,0,0,1,0,0,MSNBC
6172879680,Moderate,Fair Amount,Yes,Increase Trust,Strongly Disapprove,45-59,Male,"$200,000 & up",New England,2017-04-28,2017-04-28,0,1,0,0,0,0,0,0,0,0,0,"BBC, Economist"
6172877903,Conservative,Not Very Much,No,Increase Trust,Somewhat Disapprove,30-44,Female,Prefer Not To Answer,Mountain,2017-04-28,2017-04-28,0,1,0,0,0,0,0,0,0,0,0,0
6172877713,Moderate,None At All,No,Increase Trust,Strongly Approve,18-29,Male,"$0-$9,999",Pacific,2017-04-28,2017-04-28,1,0,0,0,1,0,0,0,0,0,0,0
6172877129,Conservative,None At All,No,Increase Trust,Somewhat Approve,45-59,Male,"$125,000-$149,999",Middle Atlantic,2017-04-28,2017-04-28,0,1,0,0,1,0,0,0,0,0,0,0
6172876885,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,18-29,Female,"$10,000-$24,999",Pacific,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,None
6172876486,Moderate,Not Very Much,No,Increase Trust,Somewhat Approve,18-29,Male,"$25,000-$49,999",East North Central,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,"None,  I read all sources to find consistency to determine accuracy"
6172876172,Moderate,None At All,No,Increase Trust,Somewhat Disapprove,45-59,Male,"$50,000-$74,999",East North Central,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,Google
6172875917,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Female,"$75,000-$99,999",South Atlantic,2017-04-28,2017-04-28,1,1,0,1,0,0,1,0,1,1,0,0
6172873901,Liberal,Not Very Much,No,No Change,Strongly Disapprove,30-44,Female,"$50,000-$74,999",Pacific,2017-04-28,2017-04-28,1,0,1,0,0,0,1,0,0,1,1,0
6172873801,Very Liberal,Fair Amount,Yes,Increase Trust,Strongly Disapprove,18-29,Female,"$50,000-$74,999",Pacific,2017-04-28,2017-04-28,1,0,0,0,0,0,1,0,0,0,0,Guardian. 1.
6172873772,Conservative,Not Very Much,No,Increase Trust,Strongly Approve,60+,Male,"$100,000-$124,999",West North Central,2017-04-28,2017-04-28,0,0,0,0,1,1,0,0,0,0,0,"The Gateway Pundit, Hotair, Newsbusters"
6172873596,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Female,"$50,000-$74,999",West North Central,2017-04-28,2017-04-28,1,1,0,1,0,0,1,0,0,1,1,0
6172872876,Conservative,Not Very Much,Yes,Increase Trust,Strongly Approve,45-59,Male,"$75,000-$99,999",Pacific,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,0,San Diego Union Tribune
6172872362,Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,18-29,Female,"$10,000-$24,999",South Atlantic,2017-04-28,2017-04-28,1,1,0,1,0,0,0,0,1,1,1,0
6172872336,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Male,"$75,000-$99,999",Pacific,2017-04-27,2017-04-28,1,1,0,1,0,0,1,0,0,0,0,Economist
6172871515,Moderate,Not Very Much,No,Decrease Trust,Strongly Disapprove,30-44,Female,"$25,000-$49,999",West South Central,2017-04-28,2017-04-28,0,0,0,1,0,0,1,0,1,0,1,0
6172866946,Moderate,Not Very Much,No,Decrease Trust,Strongly Disapprove,30-44,Female,"$0-$9,999",0,2017-04-28,2017-04-28,1,1,0,0,0,0,1,0,0,1,0,BBC
6172866364,Liberal,Fair Amount,Yes,Increase Trust,Strongly Disapprove,45-59,Female,Prefer Not To Answer,Middle Atlantic,2017-04-28,2017-04-28,1,1,0,1,0,0,0,0,1,0,0,0
6172866130,Liberal,Fair Amount,Yes,Increase Trust,Strongly Disapprove,45-59,Female,"$75,000-$99,999",Mountain,2017-04-28,2017-04-28,1,1,0,0,0,0,1,0,0,0,0,0
6172865846,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,45-59,Male,"$175,000-$199,999",South Atlantic,2017-04-28,2017-04-28,1,0,1,1,0,0,1,0,0,0,0,0
6172865781,Very Liberal,Great Deal,No,Increase Trust,Strongly Disapprove,60+,Female,Prefer Not To Answer,East North Central,2017-04-28,2017-04-28,1,0,0,1,0,0,0,0,0,0,0,0
6172865516,Moderate,Fair Amount,Yes,Increase Trust,Somewhat Disapprove,45-59,Female,Prefer Not To Answer,East South Central,2017-04-28,2017-04-28,0,0,0,0,0,0,1,0,0,0,0,0
6172865509,Moderate,Fair Amount,No,No Change,Somewhat Approve,30-44,Female,"$25,000-$49,999",Mountain,2017-04-28,2017-04-28,0,0,0,0,1,0,1,0,0,0,0,0
6172865502,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,45-59,Female,"$75,000-$99,999",South Atlantic,2017-04-28,2017-04-28,1,1,0,1,0,0,1,0,1,1,1,0
6172865396,Very Conservative,None At All,No,No Change,Strongly Approve,60+,Female,"$25,000-$49,999",Pacific,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,None
6172864462,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,45-59,Female,"$25,000-$49,999",0,2017-04-28,2017-04-28,1,1,1,1,1,0,1,0,1,1,0,0
6172863717,Conservative,None At All,Yes,No Change,Strongly Approve,60+,Male,"$100,000-$124,999",South Atlantic,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,None
6172863470,Very Liberal,Great Deal,Yes,Increase Trust,Strongly Disapprove,60+,Female,"$25,000-$49,999",West South Central,2017-04-28,2017-04-28,1,1,0,1,0,0,0,0,0,1,1,0
6172863434,Conservative,Not Very Much,No,Increase Trust,Strongly Approve,45-59,Female,"$50,000-$74,999",Middle Atlantic,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,0,0
6172861724,Liberal,Fair Amount,No,Increase Trust,Somewhat Approve,45-59,Female,"$100,000-$124,999",West North Central,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,NBC
6172860933,Very Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,18-29,Female,"$25,000-$49,999",Middle Atlantic,2017-04-28,2017-04-28,1,1,1,1,0,0,1,0,1,1,1,0
6172860450,Liberal,Great Deal,Yes,Increase Trust,Strongly Disapprove,18-29,Female,Prefer Not To Answer,West South Central,2017-04-28,2017-04-28,1,1,0,1,0,0,1,0,0,1,0,0
